"n" "d" "nsol" "npos"
7 4 47 1
7 4 51 0
7 4 47 0
7 4 37 0
7 4 35 0
7 4 39 0
7 4 53 1
7 4 47 0
7 4 57 0
7 4 47 1
7 4 45 0
7 4 33 0
7 4 47 0
7 4 63 0
7 4 49 0
7 4 35 0
7 4 47 0
7 4 51 0
7 4 61 0
7 4 61 0
7 4 37 0
7 4 55 1
7 4 41 0
7 4 67 0
7 4 59 0
7 4 83 1
7 4 33 0
7 4 49 0
7 4 43 0
7 4 49 0
7 4 33 0
7 4 45 0
7 4 23 0
7 4 45 0
7 4 31 0
7 4 35 0
7 4 53 0
7 4 59 1
7 4 67 1
7 4 27 0
7 4 55 0
7 4 37 0
7 4 47 0
7 4 47 0
7 4 53 0
7 4 57 0
7 4 61 0
7 4 41 0
7 4 51 0
7 4 51 0
7 4 65 0
7 4 61 0
7 4 51 1
7 4 31 0
7 4 47 0
7 4 43 0
7 4 51 1
7 4 41 0
7 4 57 0
7 4 31 0
7 4 67 0
7 4 35 1
7 4 55 0
7 4 47 0
7 4 39 1
7 4 47 0
7 4 35 0
7 4 43 1
7 4 41 0
7 4 39 0
7 4 37 0
7 4 31 0
7 4 55 1
7 4 59 0
7 4 61 0
7 4 57 1
7 4 35 1
7 4 45 0
7 4 37 0
7 4 35 0
7 4 51 0
7 4 53 2
7 4 75 0
7 4 49 0
7 4 51 0
7 4 45 0
7 4 51 0
7 4 43 1
7 4 35 2
7 4 47 0
7 4 33 0
7 4 39 1
7 4 49 2
7 4 35 1
7 4 59 0
7 4 37 0
7 4 39 2
7 4 57 0
7 4 83 1
7 4 55 0
7 4 63 0
7 4 37 0
7 4 37 0
7 4 55 0
7 4 37 0
7 4 43 0
7 4 47 1
7 4 55 0
7 4 39 0
7 4 53 1
7 4 77 0
7 4 33 0
7 4 53 0
7 4 57 1
7 4 59 0
7 4 57 0
7 4 55 2
7 4 79 0
7 4 43 0
7 4 69 0
7 4 77 1
7 4 41 0
7 4 45 0
7 4 55 0
7 4 45 0
7 4 31 0
7 4 51 1
7 4 43 0
7 4 63 0
7 4 49 1
7 4 47 0
7 4 45 0
7 4 33 1
7 4 41 1
7 4 79 0
7 4 25 1
7 4 49 2
7 4 43 0
7 4 59 0
7 4 35 0
7 4 47 0
7 4 37 0
7 4 41 0
7 4 63 0
7 4 59 0
7 4 39 1
7 4 43 0
7 4 65 0
7 4 43 0
7 4 61 2
7 4 31 1
7 4 39 0
7 4 33 0
7 4 41 0
7 4 59 0
7 4 41 0
7 4 43 2
7 4 53 0
7 4 45 1
7 4 61 0
7 4 45 0
7 4 51 3
7 4 43 0
7 4 55 0
7 4 51 0
7 4 49 0
7 4 39 0
7 4 65 1
7 4 43 0
7 4 45 0
7 4 55 0
7 4 47 0
7 4 61 0
7 4 51 1
7 4 51 0
7 4 33 2
7 4 49 0
7 4 23 0
7 4 27 0
7 4 45 0
7 4 49 0
7 4 41 0
7 4 53 0
7 4 51 1
7 4 33 0
7 4 53 1
7 4 49 0
7 4 55 0
7 4 53 0
7 4 25 0
7 4 53 0
7 4 45 0
7 4 33 1
7 4 61 0
7 4 33 0
7 4 35 0
7 4 67 0
7 4 41 2
7 4 49 0
7 4 47 0
7 4 71 0
7 4 47 1
7 4 41 1
7 4 43 0
7 4 35 0
7 4 27 0
7 4 45 0
7 4 47 0
7 4 49 0
7 4 37 0
7 4 33 0
7 4 39 0
7 4 23 0
7 4 37 2
7 4 45 0
7 4 37 0
7 4 59 0
7 4 43 0
7 4 29 0
7 4 47 0
7 4 47 0
7 4 39 0
7 4 39 0
7 4 43 0
7 4 49 0
7 4 39 1
7 4 43 0
7 4 43 0
7 4 47 1
7 4 57 0
7 4 47 0
7 4 39 0
7 4 33 0
7 4 53 0
7 4 33 0
7 4 39 0
7 4 33 1
7 4 37 1
7 4 43 0
7 4 47 0
7 4 53 0
7 4 31 0
7 4 57 1
7 4 45 0
7 4 37 1
7 4 39 0
7 4 47 0
7 4 55 0
7 4 43 0
7 4 47 0
7 4 49 0
7 4 37 0
7 4 45 1
7 4 45 1
7 4 35 1
7 4 35 0
7 4 45 1
7 4 59 0
7 4 49 2
7 4 55 1
7 4 49 1
7 4 45 1
7 4 33 0
7 4 45 0
7 4 27 0
7 4 31 1
7 4 39 1
7 4 57 0
7 4 43 0
7 4 59 3
7 4 75 2
7 4 71 0
7 4 39 0
7 4 55 0
7 4 49 0
7 4 77 0
7 4 35 0
7 4 51 0
7 4 53 0
7 4 51 0
7 4 47 0
7 4 35 0
7 4 41 0
7 4 45 1
7 4 33 0
7 4 35 0
7 4 49 0
7 4 39 0
7 4 47 0
7 4 37 0
7 4 45 0
7 4 51 0
7 4 29 2
7 4 41 2
7 4 47 0
7 4 51 0
7 4 41 0
7 4 31 0
7 4 55 0
7 4 45 0
7 4 37 0
7 4 47 0
7 4 51 0
7 4 47 0
7 4 41 0
7 4 41 2
7 4 39 0
7 4 53 0
7 4 47 0
7 4 43 0
7 4 57 0
7 4 49 0
7 4 49 2
7 4 33 0
7 4 45 0
7 4 33 0
7 4 55 2
7 4 29 0
7 4 51 1
7 4 29 0
7 4 35 0
7 4 39 1
7 4 49 0
7 4 39 0
7 4 45 0
7 4 39 0
7 4 47 0
7 4 47 1
7 4 43 2
7 4 39 0
7 4 41 0
7 4 49 0
7 4 27 1
7 4 31 0
7 4 57 0
7 4 51 0
7 4 65 1
7 4 63 1
7 4 45 0
7 4 45 0
7 4 43 0
7 4 53 0
7 4 29 0
7 4 41 1
7 4 63 5
7 4 49 0
7 4 45 0
7 4 55 1
7 4 57 1
7 4 39 0
7 4 57 1
7 4 19 0
7 4 49 0
7 4 53 3
7 4 49 0
7 4 49 0
7 4 53 0
7 4 49 1
7 4 65 0
7 4 49 0
7 4 47 0
7 4 27 3
7 4 45 0
7 4 59 1
7 4 79 2
7 4 45 2
7 4 45 1
7 4 47 0
7 4 41 0
7 4 29 0
7 4 43 0
7 4 63 1
7 4 51 0
7 4 53 0
7 4 49 0
7 4 47 0
7 4 47 0
7 4 25 0
7 4 31 0
7 4 55 1
7 4 31 0
7 4 51 0
7 4 37 0
7 4 43 0
7 4 51 2
7 4 33 0
7 4 39 1
7 4 55 1
7 4 47 0
7 4 39 0
7 4 43 1
7 4 49 3
7 4 55 1
7 4 49 1
7 4 55 1
7 4 55 0
7 4 21 0
7 4 47 0
7 4 43 0
7 4 45 1
7 4 37 0
7 4 47 0
7 4 53 0
7 4 47 0
7 4 47 0
7 4 47 2
7 4 59 0
7 4 37 0
7 4 57 0
7 4 73 0
7 4 63 0
7 4 41 0
7 4 51 0
7 4 59 0
7 4 53 0
7 4 57 0
7 4 51 1
7 4 45 0
7 4 53 1
7 4 41 0
7 4 43 0
7 4 45 0
7 4 45 0
7 4 59 0
7 4 55 2
7 4 47 0
7 4 41 1
7 4 29 1
7 4 39 0
7 4 59 0
7 4 45 1
7 4 35 0
7 4 37 0
7 4 53 0
7 4 55 0
7 4 33 0
7 4 53 0
7 4 31 0
7 4 43 0
7 4 47 0
7 4 51 2
7 4 73 1
7 4 39 0
7 4 45 1
7 4 33 1
7 4 57 0
7 4 41 0
7 4 45 1
7 4 49 1
7 4 57 0
7 4 35 0
7 4 29 0
7 4 45 0
7 4 45 0
7 4 41 0
7 4 35 0
7 4 51 1
7 4 49 0
7 4 49 2
7 4 59 0
7 4 61 0
7 4 53 0
7 4 31 0
7 4 45 1
7 4 57 5
7 4 49 2
7 4 37 0
7 4 51 1
7 4 29 0
7 4 37 0
7 4 35 1
7 4 51 1
7 4 39 1
7 4 51 0
7 4 43 0
7 4 43 0
7 4 31 0
7 4 39 0
7 4 33 0
7 4 51 0
7 4 39 0
7 4 45 0
7 4 39 0
7 4 37 0
7 4 47 1
7 4 33 0
7 4 47 0
7 4 55 0
7 4 41 0
7 4 49 0
7 4 45 0
7 4 33 0
7 4 37 0
7 4 43 2
7 4 43 0
7 4 61 0
7 4 55 1
7 4 61 0
7 4 51 4
7 4 49 0
7 4 65 4
7 4 35 2
7 4 51 0
7 4 57 1
7 4 55 0
7 4 69 0
7 4 63 0
7 4 37 0
7 4 57 0
7 4 47 0
7 4 33 0
7 4 45 0
7 4 65 0
7 4 39 0
7 4 47 0
7 4 27 3
7 4 53 0
7 4 47 0
7 4 51 1
7 4 45 1
7 4 47 0
7 4 51 0
7 4 61 0
7 4 35 0
7 4 51 0
7 4 49 0
7 4 43 0
7 4 55 0
7 4 55 1
7 4 43 0
7 4 53 0
7 4 41 1
7 4 31 0
7 4 55 0
7 4 45 0
7 4 29 0
7 4 47 0
7 4 53 2
7 4 45 1
7 4 69 0
7 4 19 0
7 4 47 0
7 4 43 0
7 4 51 0
7 4 43 0
7 4 51 2
7 4 49 0
7 4 39 0
7 4 51 0
7 4 29 0
7 4 51 0
7 4 41 0
7 4 41 0
7 4 47 0
7 4 49 0
7 4 57 0
7 4 49 2
7 4 55 0
7 4 45 0
7 4 49 0
7 4 37 0
7 4 59 2
7 4 37 0
7 4 45 0
7 4 53 0
7 4 51 0
7 4 31 0
7 4 45 0
7 4 45 0
7 4 45 0
7 4 45 0
7 4 61 1
7 4 29 0
7 4 35 1
7 4 51 0
7 4 27 0
7 4 49 0
7 4 37 0
7 4 43 0
7 4 41 0
7 4 53 0
7 4 41 0
7 4 61 0
7 4 57 1
7 4 39 0
7 4 51 2
7 4 45 1
7 4 45 0
7 4 45 1
7 4 31 0
7 4 53 0
7 4 31 0
7 4 61 0
7 4 41 1
7 4 55 0
7 4 43 0
7 4 65 0
7 4 51 0
7 4 43 2
7 4 27 1
7 4 43 0
7 4 49 0
7 4 63 0
7 4 35 0
7 4 37 0
7 4 51 1
7 4 63 0
7 4 45 0
7 4 35 0
7 4 43 1
7 4 53 0
7 4 41 0
7 4 53 0
7 4 43 0
7 4 49 0
7 4 61 0
7 4 31 0
7 4 45 0
7 4 39 0
7 4 29 0
7 4 47 0
7 4 61 0
7 4 51 0
7 4 45 0
7 4 41 0
7 4 33 0
7 4 55 1
7 4 47 0
7 4 65 0
7 4 33 0
7 4 37 0
7 4 37 0
7 4 47 0
7 4 47 1
7 4 33 0
7 4 43 0
7 4 75 0
7 4 53 2
7 4 57 3
7 4 49 1
7 4 59 0
7 4 39 0
7 4 63 0
7 4 51 0
7 4 47 2
7 4 47 0
7 4 53 1
7 4 43 0
7 4 43 0
7 4 29 0
7 4 53 0
7 4 53 0
7 4 35 1
7 4 39 0
7 4 53 0
7 4 39 0
7 4 49 0
7 4 53 0
7 4 29 0
7 4 35 0
7 4 37 0
7 4 59 0
7 4 37 0
7 4 37 0
7 4 45 0
7 4 53 0
7 4 39 0
7 4 57 0
7 4 57 0
7 4 41 1
7 4 43 0
7 4 51 0
7 4 37 0
7 4 47 0
7 4 31 0
7 4 55 0
7 4 39 3
7 4 37 0
7 4 45 0
7 4 35 0
7 4 31 0
7 4 43 0
7 4 35 0
7 4 53 0
7 4 45 2
7 4 47 1
7 4 37 1
7 4 59 0
7 4 47 0
7 4 39 0
7 4 59 0
7 4 43 0
7 4 33 3
7 4 19 0
7 4 33 0
7 4 55 0
7 4 39 0
7 4 57 1
7 4 49 0
7 4 39 0
7 4 53 0
7 4 55 0
7 4 57 1
7 4 35 0
7 4 49 1
7 4 43 0
7 4 35 0
7 4 43 0
7 4 45 2
7 4 53 2
7 4 61 0
7 4 37 0
7 4 57 0
7 4 45 1
7 4 47 0
7 4 37 0
7 4 65 0
7 4 39 0
7 4 41 0
7 4 49 0
7 4 59 1
7 4 55 3
7 4 53 0
7 4 67 0
7 4 59 1
7 4 49 0
7 4 35 0
7 4 51 0
7 4 61 0
7 4 57 1
7 4 27 0
7 4 41 1
7 4 35 0
7 4 53 1
7 4 39 0
7 4 35 0
7 4 47 1
7 4 45 0
7 4 33 1
7 4 49 0
7 4 49 0
7 4 43 0
7 4 57 1
7 4 39 0
7 4 53 0
7 4 39 0
7 4 31 0
7 4 23 0
7 4 39 0
7 4 49 0
7 4 59 0
7 4 51 2
7 4 37 0
7 4 51 0
7 4 43 1
7 4 41 1
7 4 63 0
7 4 63 1
7 4 45 0
7 4 55 0
7 4 41 0
7 4 53 0
7 4 51 2
7 4 45 2
7 4 35 1
7 4 37 0
7 4 23 0
7 4 43 2
7 4 29 0
7 4 39 0
7 4 41 0
7 4 59 0
7 4 53 1
7 4 45 0
7 4 33 0
7 4 51 0
7 4 51 0
7 4 45 2
7 4 63 0
7 4 51 0
7 4 49 2
7 4 51 3
7 4 43 0
7 4 31 2
7 4 45 0
7 4 67 0
7 4 45 0
7 4 63 0
7 4 43 0
7 4 47 0
7 4 45 0
7 4 43 0
7 4 43 1
7 4 63 0
7 4 33 0
7 4 39 0
7 4 51 0
7 4 41 0
7 4 39 0
7 4 33 0
7 4 71 0
7 4 73 0
7 4 55 0
7 4 33 0
7 4 53 0
7 4 49 0
7 4 45 0
7 4 55 0
7 4 23 0
7 4 31 0
7 4 29 0
7 4 45 1
7 4 39 2
7 4 49 2
7 4 53 0
7 4 41 0
7 4 51 0
7 4 47 0
7 4 43 1
7 4 33 0
7 4 45 0
7 4 61 0
7 4 73 1
7 4 55 0
7 4 43 0
7 4 43 0
7 4 39 0
7 4 23 0
7 4 39 3
7 4 41 0
7 4 51 1
7 4 41 0
7 4 45 0
7 4 57 1
7 4 47 0
7 4 29 0
7 4 35 0
7 4 47 1
7 4 59 2
7 4 45 0
7 4 39 1
7 4 37 1
7 4 49 0
7 4 53 0
7 4 43 1
7 4 25 0
7 4 37 1
7 4 49 0
7 4 39 0
7 4 35 0
7 4 55 0
7 4 35 0
7 4 41 1
7 4 55 1
7 4 47 0
7 4 49 0
7 4 41 0
7 4 39 0
7 4 63 0
7 4 41 0
7 4 37 0
7 4 39 0
7 4 37 0
7 4 43 0
7 4 55 0
7 4 45 1
7 4 43 0
7 4 53 0
7 4 43 0
7 4 71 2
7 4 49 1
7 4 41 0
7 4 43 1
7 4 39 1
7 4 37 1
7 4 39 0
7 4 43 0
7 4 51 0
7 4 37 0
7 4 55 0
7 4 47 0
7 4 35 0
7 4 47 0
7 4 43 0
7 4 61 2
7 4 37 1
7 4 23 0
7 4 43 0
7 4 41 0
7 4 53 0
7 4 37 0
7 4 39 0
7 4 35 0
7 4 45 0
7 4 35 0
7 4 45 1
7 4 43 1
7 4 51 0
7 4 41 0
7 4 37 0
7 4 37 0
7 4 37 1
7 4 43 0
7 4 41 0
7 4 41 0
7 4 41 2
7 4 43 1
7 4 37 0
7 4 37 0
7 4 41 0
7 4 27 1
7 4 49 2
7 4 53 1
7 4 55 1
7 4 47 3
7 4 51 1
7 4 49 0
7 4 59 0
7 4 57 0
7 4 71 1
7 4 47 1
7 4 51 0
7 4 45 1
7 4 49 1
7 4 37 0
7 4 49 0
7 4 49 1
7 4 45 1
7 4 65 0
7 4 19 0
7 4 45 0
7 4 73 0
7 4 55 0
7 4 37 0
7 4 49 2
7 4 61 0
7 4 47 0
7 4 35 1
7 4 43 0
7 4 31 0
7 4 59 1
7 4 55 0
7 4 37 0
7 4 45 0
7 4 45 0
7 4 43 2
7 4 47 1
7 4 63 0
7 4 49 0
7 4 47 0
7 4 57 0
7 4 37 0
7 4 41 0
7 4 59 0
7 4 41 0
7 4 43 3
7 4 53 2
7 4 67 0
7 4 51 0
7 4 57 0
7 4 49 1
7 4 67 0
7 4 41 0
7 4 33 0
7 4 47 0
7 4 49 0
7 4 59 1
7 4 41 0
7 4 51 0
7 4 53 0
7 4 33 0
7 4 23 1
7 4 49 0
7 4 49 3
7 4 53 0
7 4 59 1
7 4 45 0
7 4 53 1
7 4 45 0
7 4 47 1
7 4 61 1
7 4 29 0
7 4 53 0
7 4 49 0
7 4 45 0
7 4 25 0
7 4 57 0
7 4 51 0
7 4 39 0
7 4 47 0
7 4 61 0
7 4 41 0
7 4 67 0
7 4 49 0
7 4 55 0
7 4 63 0
7 4 45 0
7 4 43 0
7 4 39 0
7 4 41 0
7 4 53 0
7 4 45 0
7 4 41 0
7 4 33 0
7 4 41 3
7 4 55 0
7 4 39 0
7 4 43 0
7 4 31 0
7 4 55 0
7 4 49 0
7 4 47 1
7 4 45 1
7 4 61 0
7 4 49 0
7 4 61 1
7 4 55 0
7 4 41 0
7 4 35 0
7 4 31 0
7 4 37 0
7 4 59 0
7 4 61 0
7 4 47 0
7 4 49 1
7 4 51 0
7 4 43 0
7 4 61 0
7 4 33 0
7 4 55 0
7 4 57 0
7 4 49 0
7 4 35 0
7 4 49 1
7 4 61 3
7 4 57 0
7 4 45 0
7 4 53 0
7 4 51 0
7 4 45 0
7 4 79 0
7 4 49 0
7 4 29 0
7 4 49 0
7 4 35 1
7 4 41 3
7 4 54 0
7 4 35 0
7 4 41 0
7 4 51 2
7 4 39 0
7 4 31 0
7 4 55 0
7 4 35 0
7 4 55 0
7 4 57 0
7 4 49 0
7 4 59 0
7 4 49 0
7 4 45 0
7 4 45 1
7 4 23 0
7 4 45 0
7 4 69 0
7 4 51 0
7 4 75 1
7 4 51 0
7 4 29 0
7 4 43 2
7 4 47 0
7 4 43 0
7 4 51 1
7 4 35 0
7 4 55 0
7 4 59 0
7 4 57 0
7 4 41 0
7 4 45 0
7 4 41 1
7 4 33 0
7 4 49 0
7 4 49 0
7 4 53 0
7 4 77 1
7 4 49 0
7 4 49 1
7 4 49 0
7 4 35 0
7 4 65 2
7 4 47 1
7 4 49 0
7 4 57 1
7 4 19 0
7 4 61 1
7 4 57 1
7 4 47 1
7 4 61 1
7 4 47 0
7 4 37 0
7 4 43 0
7 4 45 0
7 4 61 0
7 4 61 1
7 4 41 1
7 4 41 0
7 4 49 0
7 4 41 0
7 4 47 0
7 4 35 0
7 4 61 3
7 4 17 0
7 4 39 0
7 4 37 0
7 4 51 1
7 4 43 0
7 4 61 0
7 4 63 0
7 4 49 0
7 4 41 0
7 4 39 0
7 4 43 0
7 4 43 0
7 4 43 0
7 4 61 0
7 4 41 0
7 4 53 0
7 4 33 2
7 4 49 0
7 4 45 0
7 4 65 1
7 4 59 0
7 4 45 3
7 4 39 0
7 4 39 0
7 4 63 0
7 4 53 0
7 4 49 0
7 4 37 4
7 4 43 1
7 4 51 1
7 4 57 0
7 4 47 0
7 4 41 0
7 4 39 2
7 4 55 1
7 4 47 0
7 4 51 0
7 4 67 0
7 4 23 0
7 4 49 0
7 4 57 0
7 4 59 0
7 4 31 0
7 4 61 0
7 4 45 0
7 4 45 0
7 4 41 0
7 4 53 0
7 4 33 0
7 4 35 0
7 4 49 0
7 4 53 0
7 4 35 0
7 4 53 0
7 4 55 0
7 4 53 0
7 4 51 0
7 4 67 1
7 4 63 0
7 4 63 0
7 4 61 0
7 4 47 0
7 4 47 0
7 4 41 0
7 4 49 0
7 4 37 0
7 4 33 0
7 4 51 1
7 4 41 0
7 4 31 1
7 4 51 1
7 4 29 1
7 4 43 0
7 4 37 0
7 4 39 0
7 4 35 0
7 4 47 1
7 4 47 0
7 4 35 0
7 4 47 0
7 4 29 1
7 4 53 0
7 4 59 0
7 4 47 2
7 4 55 2
7 4 71 0
7 4 61 0
7 4 59 0
7 4 41 0
7 4 40 1
7 4 55 0
7 4 57 1
7 4 27 0
7 4 35 0
7 4 33 1
7 4 43 0
7 4 57 0
7 4 35 1
7 4 31 0
7 4 39 1
7 4 41 0
7 4 55 0
7 4 43 1
7 4 33 0
7 4 33 0
7 4 43 0
7 4 45 1
7 4 51 1
7 4 49 0
7 4 57 1
7 4 37 0
7 4 35 2
7 4 37 0
7 4 39 0
7 4 45 0
7 4 41 0
7 4 39 0
7 4 57 0
7 4 31 0
7 4 53 0
7 4 33 0
7 4 49 1
7 4 31 0
7 4 33 0
7 4 47 3
7 4 57 0
7 4 39 0
7 4 51 0
7 4 49 2
7 4 51 0
7 4 43 0
7 4 29 0
7 4 47 0
7 4 41 0
7 4 45 1
7 4 51 0
7 4 47 1
7 4 49 1
7 4 53 0
7 4 47 0
7 4 21 0
7 4 75 0
7 4 37 0
7 4 49 0
7 4 61 0
7 4 39 0
7 4 47 0
7 4 53 0
7 4 37 0
7 4 57 2
7 4 29 0
7 4 79 2
7 4 43 1
7 4 51 1
7 4 43 0
7 4 51 1
7 4 43 0
7 4 51 3
7 4 43 1
7 4 35 0
7 4 59 0
7 4 53 0
7 4 57 1
7 4 57 0
7 4 65 0
7 4 45 0
7 4 69 2
7 4 25 0
7 4 41 0
7 4 61 0
7 4 65 0
7 4 33 4
7 4 71 0
7 4 33 0
7 4 33 0
7 4 45 1
7 4 41 0
7 4 49 1
7 4 39 0
7 4 55 0
7 4 35 0
7 4 39 0
7 4 43 1
7 4 57 0
7 4 33 0
7 4 49 0
7 4 35 0
7 4 39 0
7 4 51 1
7 4 35 0
7 4 35 0
7 4 57 1
7 4 61 1
7 4 53 0
7 4 47 0
7 4 61 0
7 4 35 0
7 4 61 0
7 4 51 0
7 4 55 1
7 4 57 0
7 4 45 0
7 4 49 0
7 4 45 0
7 4 63 0
7 4 49 2
7 4 55 0
7 4 43 0
7 4 55 0
7 4 45 2
7 4 57 3
7 4 51 0
7 4 33 0
7 4 73 0
7 4 37 0
7 4 49 0
7 4 49 0
7 4 35 0
7 4 53 0
7 4 57 0
7 4 31 0
7 4 43 0
7 4 45 0
7 4 45 1
7 4 43 0
7 4 57 1
7 4 59 0
7 4 39 0
7 4 57 1
7 4 35 0
7 4 39 2
7 4 35 0
7 4 57 2
7 4 33 0
7 4 57 0
7 4 55 2
7 4 55 4
7 4 47 0
7 4 51 0
7 4 53 0
7 4 49 1
7 4 49 0
7 4 61 0
7 4 43 0
7 4 25 1
7 4 37 0
7 4 37 1
7 4 47 0
7 4 61 0
7 4 63 0
7 4 43 0
7 4 35 0
7 4 53 1
7 4 29 0
7 4 29 0
7 4 55 0
7 4 69 0
7 4 59 0
7 4 69 1
7 4 59 1
7 4 31 1
7 4 39 0
7 4 45 0
7 4 33 1
7 4 77 1
7 4 37 0
7 4 37 0
7 4 41 0
7 4 35 0
7 4 43 0
7 4 47 0
7 4 61 2
7 4 49 1
7 4 65 0
7 4 55 1
7 4 27 0
7 4 63 0
7 4 61 1
7 4 65 0
7 4 27 1
7 4 65 0
7 4 59 0
7 4 69 0
7 4 49 1
7 4 65 0
7 4 63 0
7 4 31 1
7 4 43 0
7 4 33 0
7 4 35 1
7 4 43 0
7 4 57 0
7 4 57 1
7 4 53 0
7 4 63 0
7 4 49 2
7 4 65 1
7 4 57 1
7 4 29 0
7 4 51 1
7 4 41 0
7 4 47 2
7 4 37 0
7 4 51 3
7 4 51 1
7 4 57 0
7 4 39 0
7 4 51 1
7 4 43 0
7 4 43 0
7 4 31 0
7 4 55 2
7 4 39 0
7 4 25 0
7 4 61 1
7 4 53 1
7 4 29 3
7 4 41 0
7 4 61 0
7 4 65 0
7 4 39 1
7 4 45 1
7 4 39 0
7 4 41 0
7 4 41 0
7 4 51 0
7 4 43 0
7 4 39 0
7 4 51 0
7 4 43 0
7 4 57 1
7 4 49 0
7 4 37 0
7 4 39 1
7 4 61 3
7 4 41 0
7 4 69 0
7 4 53 1
7 4 49 0
7 4 49 0
7 4 43 3
7 4 53 0
7 4 37 0
7 4 63 0
7 4 33 0
7 4 53 0
7 4 37 2
7 4 47 0
7 4 57 1
7 4 51 0
7 4 37 0
7 4 37 0
7 4 31 1
7 4 43 0
7 4 53 2
7 4 47 0
7 4 33 0
7 4 67 2
7 4 43 0
7 4 63 1
7 4 71 0
7 4 53 0
7 4 51 0
7 4 57 0
7 4 45 0
7 4 53 0
7 4 49 0
7 4 61 3
7 4 43 0
7 4 33 0
7 4 53 0
7 4 21 0
7 4 31 1
7 4 61 1
7 4 35 0
7 4 57 0
7 4 39 0
7 4 25 0
7 4 53 0
7 4 51 2
7 4 67 1
7 4 35 1
7 4 27 2
7 4 35 0
7 4 51 0
7 4 47 0
7 4 55 1
7 4 41 1
7 4 45 0
7 4 69 0
7 4 51 0
7 4 49 0
7 4 27 0
7 4 49 0
7 4 53 0
7 4 53 0
7 4 37 0
7 4 45 2
7 4 37 0
7 4 63 0
7 4 53 0
7 4 45 0
7 4 65 2
7 4 45 0
7 4 59 0
7 4 45 0
7 4 53 0
7 4 35 1
7 4 23 0
7 4 59 0
7 4 39 0
7 4 49 0
7 4 45 0
7 4 31 0
7 4 47 0
7 4 47 0
7 4 55 0
7 4 31 0
7 4 41 1
7 4 41 0
7 4 49 0
7 4 27 0
7 4 47 0
7 4 49 0
7 4 35 2
7 4 43 0
7 4 59 1
7 4 63 0
7 4 51 0
7 4 45 1
7 4 39 0
7 4 25 0
7 4 49 0
7 4 45 2
7 4 31 0
7 4 31 0
7 4 43 0
7 4 31 0
7 4 65 0
7 4 57 2
7 4 51 0
7 4 59 0
7 4 45 1
7 4 51 0
7 4 35 0
7 4 35 0
7 4 55 0
7 4 49 0
7 4 41 1
7 4 47 0
7 4 55 0
7 4 33 0
7 4 33 0
7 4 43 0
7 4 37 0
7 4 53 0
7 4 41 0
7 4 43 0
7 4 61 0
7 4 43 1
7 4 35 0
7 4 57 0
7 4 41 0
7 4 59 0
7 4 59 0
7 4 61 0
7 4 63 0
7 4 47 1
7 4 53 4
7 4 41 0
7 4 29 0
7 4 57 1
7 4 41 1
7 4 37 0
7 4 41 0
7 4 33 0
7 4 35 0
7 4 55 1
7 4 39 0
7 4 49 0
7 4 67 0
7 4 67 0
7 4 51 0
7 4 29 0
7 4 45 0
7 4 53 0
7 4 35 0
7 4 65 0
7 4 57 0
7 4 49 0
7 4 61 0
7 4 45 0
7 4 55 0
7 4 69 2
7 4 57 0
7 4 57 0
7 4 43 1
7 4 67 1
7 4 41 0
7 4 41 1
7 4 43 0
7 4 37 0
7 4 57 1
7 4 57 0
7 4 39 2
7 4 47 3
7 4 47 0
7 4 51 0
7 4 55 0
7 4 39 0
7 4 53 3
7 4 39 0
7 4 41 1
7 4 55 0
7 4 51 1
7 4 83 1
7 4 45 0
7 4 51 0
7 4 49 0
7 4 39 0
7 4 43 1
7 4 55 0
7 4 61 0
7 4 35 0
7 4 39 1
7 4 31 0
7 4 47 0
7 4 57 0
7 4 27 0
7 4 53 0
7 4 39 0
7 4 49 2
7 4 41 0
7 4 59 2
7 4 59 0
7 4 51 0
7 4 75 1
7 4 35 0
7 4 57 0
7 4 51 0
7 4 45 0
7 4 29 1
7 4 45 1
7 4 53 0
7 4 35 0
7 4 49 0
7 4 31 2
7 4 51 0
7 4 63 0
7 4 59 0
7 4 47 0
7 4 45 0
7 4 29 0
7 4 25 0
7 4 53 0
7 4 51 0
7 4 31 0
7 4 55 1
7 4 43 0
7 4 57 0
7 4 47 0
7 4 57 0
7 4 41 0
7 4 55 0
7 4 33 0
7 4 53 1
7 4 55 1
7 4 43 0
7 4 49 0
7 4 43 0
7 4 51 0
7 4 33 0
7 4 29 0
7 4 51 0
7 4 49 0
7 4 27 0
7 4 43 1
7 4 41 1
7 4 57 1
7 4 45 0
7 4 31 0
7 4 47 0
7 4 49 0
7 4 55 1
7 4 33 0
7 4 49 0
7 4 39 0
7 4 43 0
7 4 47 1
7 4 41 0
7 4 41 0
7 4 45 0
7 4 43 0
7 4 49 2
7 4 37 1
7 4 41 1
7 4 45 0
7 4 55 0
7 4 29 0
7 4 61 0
7 4 57 4
7 4 27 0
7 4 49 1
7 4 51 0
7 4 41 0
7 4 47 0
7 4 59 3
7 4 59 0
7 4 55 1
7 4 41 0
7 4 55 0
7 4 39 0
7 4 63 1
7 4 43 0
7 4 55 2
7 4 27 0
7 4 29 0
7 4 43 0
7 4 55 0
7 4 55 0
7 4 65 0
7 4 63 1
7 4 51 0
7 4 39 0
7 4 53 0
7 4 49 0
7 4 35 0
7 4 35 0
7 4 45 0
7 4 63 2
7 4 41 0
7 4 61 0
7 4 45 0
7 4 47 0
7 4 53 0
7 4 73 1
7 4 29 0
7 4 61 2
