3 6 15 0
3 6 5 0
3 6 15 1
3 6 13 0
3 6 7 0
3 6 13 0
3 6 9 1
3 6 9 1
3 6 9 0
3 6 15 0
3 6 11 2
3 6 11 2
3 6 13 3
3 6 15 1
3 6 9 3
3 6 7 0
3 6 5 1
3 6 5 1
3 6 17 1
3 6 9 3
3 6 17 0
3 6 15 1
3 6 9 0
3 6 11 0
3 6 9 2
3 6 11 2
3 6 9 2
3 6 5 0
3 6 11 0
3 6 11 2
3 6 15 2
3 6 9 0
3 6 15 0
3 6 7 0
3 6 13 1
3 6 15 1
3 6 9 0
3 6 15 1
3 6 9 3
3 6 11 2
3 6 13 1
3 6 9 1
3 6 7 3
3 6 7 0
3 6 15 0
3 6 13 1
3 6 15 2
3 6 7 1
3 6 9 1
3 6 7 2
3 6 17 4
3 6 9 2
3 6 11 2
3 6 13 2
3 6 15 0
3 6 7 1
3 6 7 2
3 6 13 0
3 6 19 1
3 6 13 3
3 6 3 1
3 6 9 1
3 6 11 1
3 6 9 1
3 6 13 1
3 6 15 1
3 6 9 1
3 6 5 0
3 6 11 3
3 6 11 1
3 6 7 0
3 6 13 2
3 6 11 3
3 6 7 0
3 6 15 4
3 6 13 1
3 6 13 3
3 6 11 2
3 6 9 3
3 6 17 1
3 6 9 1
3 6 11 3
3 6 5 0
3 6 7 1
3 6 15 3
3 6 13 2
3 6 15 0
3 6 15 0
3 6 15 2
3 6 9 0
3 6 13 0
3 6 13 1
3 6 9 0
3 6 11 2
3 6 17 0
3 6 9 1
3 6 13 0
3 6 7 0
3 6 13 2
3 6 5 2
3 6 9 0
3 6 13 0
3 6 15 2
3 6 17 0
3 6 13 1
3 6 9 1
3 6 9 2
3 6 9 1
3 6 15 2
3 6 11 0
3 6 15 0
3 6 15 0
3 6 7 0
3 6 15 0
3 6 15 3
3 6 13 0
3 6 15 1
3 6 13 0
3 6 11 2
3 6 11 2
3 6 13 0
3 6 13 3
3 6 7 0
3 6 13 2
3 6 19 1
3 6 15 2
3 6 5 0
3 6 11 1
3 6 15 4
3 6 9 1
3 6 11 4
3 6 9 0
3 6 13 5
3 6 11 0
3 6 9 2
3 6 9 4
3 6 9 1
3 6 17 1
3 6 5 1
3 6 13 2
3 6 13 1
3 6 7 0
3 6 11 2
3 6 7 2
3 6 11 2
3 6 7 0
3 6 7 0
3 6 11 3
3 6 11 0
3 6 15 3
3 6 15 0
3 6 15 3
3 6 5 2
3 6 11 3
3 6 11 1
3 6 13 0
3 6 11 1
3 6 15 1
3 6 15 2
3 6 7 0
3 6 7 0
3 6 9 2
3 6 13 2
3 6 9 2
3 6 9 0
3 6 5 1
3 6 9 1
3 6 17 1
3 6 13 2
3 6 5 0
3 6 11 1
3 6 15 1
3 6 9 1
3 6 9 0
3 6 9 1
3 6 11 1
3 6 11 3
3 6 7 0
3 6 11 2
3 6 5 2
3 6 15 0
3 6 9 2
3 6 7 1
3 6 11 4
3 6 7 0
3 6 7 2
3 6 9 1
3 6 13 1
3 6 5 2
3 6 15 3
3 6 7 1
3 6 9 1
3 6 11 2
3 6 11 1
3 6 9 2
3 6 9 0
3 6 19 5
3 6 13 6
3 6 15 2
3 6 7 2
3 6 15 3
3 6 15 1
3 6 11 4
3 6 7 1
3 6 13 3
3 6 7 2
3 6 13 0
3 6 15 1
3 6 15 1
3 6 11 1
3 6 13 0
3 6 11 2
3 6 7 1
3 6 13 1
3 6 9 1
3 6 5 0
3 6 11 3
3 6 9 1
3 6 13 2
3 6 9 2
3 6 9 1
3 6 17 0
3 6 11 0
3 6 7 0
3 6 9 1
3 6 13 1
3 6 13 0
3 6 7 0
3 6 15 2
3 6 17 1
3 6 9 1
3 6 11 3
3 6 7 3
3 6 9 1
3 6 7 0
3 6 9 2
3 6 17 3
3 6 11 3
3 6 9 2
3 6 9 1
3 6 11 2
3 6 13 0
3 6 11 2
3 6 5 0
3 6 7 0
3 6 13 2
3 6 9 2
3 6 15 2
3 6 15 2
3 6 15 3
3 6 11 1
3 6 15 3
3 6 9 0
3 6 9 1
3 6 7 3
3 6 17 2
3 6 13 0
3 6 9 1
3 6 15 2
3 6 13 0
3 6 9 0
3 6 17 1
3 6 7 0
3 6 13 1
3 6 15 0
3 6 7 1
3 6 13 1
3 6 13 1
3 6 17 4
3 6 7 1
3 6 11 2
3 6 17 2
3 6 15 1
3 6 9 1
3 6 9 2
3 6 9 1
3 6 13 3
3 6 11 1
3 6 13 1
3 6 9 2
3 6 9 0
3 6 13 1
3 6 7 1
3 6 13 4
3 6 11 1
3 6 5 0
3 6 7 2
3 6 11 3
3 6 21 5
3 6 15 2
3 6 21 2
3 6 13 1
3 6 5 1
3 6 7 1
3 6 7 0
3 6 15 2
3 6 13 2
3 6 13 3
3 6 13 2
3 6 7 1
3 6 11 1
3 6 3 2
3 6 17 2
3 6 17 2
3 6 13 2
3 6 11 1
3 6 9 0
3 6 13 2
3 6 17 4
3 6 9 1
3 6 11 0
3 6 7 1
3 6 15 3
3 6 9 1
3 6 15 4
3 6 13 1
3 6 13 0
3 6 15 0
3 6 7 0
3 6 19 2
3 6 15 0
3 6 5 1
3 6 11 1
3 6 9 0
3 6 15 3
3 6 9 1
3 6 15 2
3 6 11 3
3 6 9 0
3 6 9 3
3 6 7 0
3 6 9 0
3 6 11 1
3 6 7 1
3 6 15 1
3 6 11 2
3 6 15 0
3 6 9 1
3 6 7 3
3 6 17 1
3 6 9 0
3 6 9 1
3 6 9 1
3 6 15 2
3 6 19 5
3 6 9 0
3 6 15 3
3 6 9 2
3 6 5 1
3 6 13 2
3 6 15 3
3 6 15 4
3 6 5 0
3 6 7 0
3 6 11 2
3 6 9 0
3 6 15 1
3 6 11 2
3 6 9 1
3 6 9 1
3 6 13 2
3 6 7 2
3 6 11 1
3 6 7 3
3 6 17 3
3 6 7 0
